Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount
2003,08-02-2017,Cartrade,Consumer Internet,Mumbai,Temasek Holdings,Private Equity,55000000
2005,08-02-2017,Edurev,Consumer Internet,Gurgaon,Facebook FB Start programme,Seed Funding,40000
2006,09-02-2017,Voonik,ECommerce,Bangalore,"RB Investments, Sequoia Capital",Private Equity,6000000
2008,09-02-2017,Wooplr,ECommerce,Bangalore,"Sistema Asia Fund, Amereus Group, Helion Ventures",Private Equity,8000000
2009,10-02-2017,48East,ECommerce,Bangalore,Al Dhaheri family,Private Equity,500000
2011,13-02-2017,Sigtuple,Technology,Bangalore,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",Private Equity,5800000
2012,13-02-2017,Flutura,Technology,Bangalore,"Vertex Ventures, Lumis Partners",Private Equity,7500000
2013,13-02-2017,Wassup,Consumer Internet,Chennai,Anil Jain & other HNIs,Private Equity,3200000
2014,13-02-2017,Better Mortgage,Consumer Internet,Gurgaon,"Kleiner Perkins, Goldman Sachs, Pine Brook",Private Equity,15000000
2015,13-02-2017,Nurturey,Consumer Internet,New Delhi,Mohit Joshi & Others,Seed Funding,330000
2016,13-02-2017,Fyle,Technology,Bangalore,Pravega Ventures,Seed Funding,400000
2017,14-02-2017,GoBumpr,Consumer Internet,Chennai,"Mahalingam K, Girish Mathrubootham",Seed Funding,300000
2018,14-02-2017,CCAvenue,Consumer Internet,Mumbai,Infibeam,Private Equity,22400000
2021,15-02-2017,ZestMoney,Consumer Internet,Bangalore,"PayU, Ribbit Capital, Omidyar Network",Private Equity,6500000
2022,15-02-2017,AirZaar,Technology,Missourie,Quake Capital,Seed Funding,350000
2023,16-02-2017,Truebil,Consumer Internet,Mumbai,Shunwei Capital,Private Equity,3000000
2024,16-02-2017,YourStory,Consumer Internet,Bangalore,"Kalaari Capital Partners, Qualcomm, 3ONE4 Capital Advisors, UC-RNT",Private Equity,3000000
2025,17-02-2017,Imaginate,Technology,Hyderabad,SRI Capital,Seed Funding,500000
2026,17-02-2017,The Ken,Consumer Internet,Bangalore,"Aprameya Radhakrishna, Deepak Natraj, Girish Mathrubootham, Mahesh Murthy, Pallav Nadhani, Pavan Ongole, Sandeep Mathur, Vijay Shekhar Sharma & Others",Seed Funding,400000
2027,17-02-2017,Urban Ladder,ECommerce,Bangalore,"Kalaari Capital, SAIF Partners, Steadview Capital, Sequoia Capital",Private Equity,15200000
2030,17-02-2017,Leopetra,eCommerce,Mumbai,Facebook FBStart,Seed Funding,40000
2031,18-02-2017,Blood n Care,Consumer Internet,Gurgaon,Facebook FBStart,Seed Funding,40000
2032,20-02-2017,Flipkart,eCommerce,Bangalore,"Bennett, Coleman and Co. Ltd (BCCL)",Private Equity,38700000
2033,21-02-2017,True Balance,Consumer Internet,Gurgaon,"Softbank Ventures Korea, IMM Investment",Private Equity,15000000
2034,22-02-2017,Vebbler,Consumer Internet,Bangalore,Facebook FBStart,Seed Funding,40000
2035,23-02-2017,Get My Parking,Consumer Internet,New Delhi,"Indian Angel Network (IAN), BEENEXT, The Chennai Angels, Sunil Munjal",Private Equity,1100000
2039,27-02-2017,Biryani By Kilo,Consumer Internet,Gurgaon,"Chandigarh Angels, Ashish Gupta, Rohit, Ashish Chand, Sunil Singh & Others",Seed Funding,375000
2040,27-02-2017,Johari Shop,ECommerce,Bangalore,Undisclosed Investors,Seed Funding,94000
2041,28-02-2017,NeoStencil,Consumer Internet,New Delhi,"Brand Capital, Paragon Trust",Private Equity,1000000
2042,28-02-2017,Blackbuck,Logistics,Bangalore,"Sands Capital, IFC, Accel Partners, Flipkart, Sanjiv Rangrass",Private Equity,70000000
2043,01-03-2017,Ola,Consumer Internet,Bangalore,SoftBank Group Corp,Private Equity,330000000
2044,01-03-2017,Belong,Consumer Internet,Bangalore,Sequoia Capital India,Private Equity,10000000
2047,02-03-2017,Celes Care,Consumer Internet,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000
2048,02-03-2017,Karomi,Technology,Chennai,Ideaspring Capital,Seed Funding,500000
2049,02-03-2017,Red Carpet,Consumer Internet,Gurgaon,Lightspeed Venture Partners,Private Equity,2500000
2051,02-03-2017,CreditMantri,Consumer Internet,Chennai,Quona Capital,Private Equity,7600000
2053,03-03-2017,Tydy,Technology,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,275000
2055,03-03-2017,Oho Shop,Technology,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6700000
2057,03-03-2017,Paytm Marketplace,ECommerce,Bangalore,Alibaba,Private Equity,200000000
2058,04-03-2017,iGenetics,Healthcare,Mumbai,CDC Group Plc,Private Equity,19500000
2059,06-03-2017,Juno Clinic,Consumer Internet,Mumbai,Atul Nishar,Seed Funding,1200000
2060,06-03-2017,Summerlabel,Consumer Internet,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,150000
2061,06-03-2017,PickMe,Consumer Internet,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000
2062,07-03-2017,Agrostar,Technology,Pune,Accel Partners,Private Equity,10000000
2063,07-03-2017,Zapr,Technology,Bangalore,Star India Pvt Ltd,Private Equity,10000000
2064,07-03-2017,Data Resolve,Technology,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000
2065,07-03-2017,Book Servicing,Consumer Internet,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,30000
2066,07-03-2017,Blowhorn,Consumer Internet,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000
2067,08-03-2017,Rivigo,Logistics,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,15000000
2068,08-03-2017,PipeCandy,Technology,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,1100000
2069,08-03-2017,Supr Daily,Consumer Internet,Mumbai,Y Combinator,Seed Funding,120000
2071,09-03-2017,AppBrowzer,Consumer Internet,Bangalore,Deepak Gurnani,Seed Funding,500000
2072,09-03-2017,MagicBricks,Consumer Internet,Mumbai,Times Internet Ltd,Private Equity,4500000
2073,10-03-2017,PeeBuddy,Healthcare,New Delhi,Indian Angel Network,Seed Funding,443000
2075,10-03-2017,Lavelle Networks,Technology,Bangalore,Ideaspring Capital,Seed Funding,600000
2078,15-03-2017,LatestOne,eCommerce,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3350000
2079,15-03-2017,Frapperz,Consumer Internet,Kolkata,Undisclosed Investor,Seed Funding,100000
2080,16-03-2017,mPaani,Consumer Internet,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,1350000
2082,16-03-2017,POPxo,Consumer Internet,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,3100000
2083,16-03-2017,Fitso,Consumer Internet,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,200000
2085,21-03-2017,Flipkart,eCommerce,Bangalore,"Microsoft, eBay, Tencent Holdings",Private Equity,1400000000
2086,21-03-2017,Airpay,Technology,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,3670000
2087,21-03-2017,MyGlamm,Consumer Internet,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,5300000
2089,22-03-2017,Haqdarshak,Consumer Internet,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,191000
2090,23-03-2017,Ixigo,Consumer Internet,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,15000000
2091,23-03-2017,Markets and Markets,Technology,Pune,"FTV Capital, Zodius Capital",Private Equity,56000000
2092,24-03-2017,Bizom,Technology,Bangalore,Ojas Ventures,Seed Funding,382000
2094,24-03-2017,Delhivery,Technology,New Delhi,"Carlyle Group, Tiger Global",Private Equity,100000000
2096,28-03-2017,Fynd,ECommerce,Mumbai,Venture Catalysts,Private Equity,500000
2098,28-03-2017,DoneThing,Consumer Internet,Gurgaon,Brand Capital,Private Equity,300000
2100,29-03-2017,Ithaka,Consumer Internet,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,325000
2101,29-03-2017,perpule,eCommerce,Bangalore,KStart Capital,Seed Funding,650000
2103,29-03-2017,Licious,ECommerce,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,10000000
2104,29-03-2017,Medinfi,Consumer Internet,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,50000
2108,31-03-2017,Jhakaas,Consumer Internet,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,155000
2109,31-03-2017,Oriano Solar,Technology,Mumbai,Samridhi Fund,Private Equity,3000000
2110,31-03-2017,BigBasket,ECommerce,Bangalore,Trifecta Capital,Private Equity,7000000
2113,31-03-2017,Icertis,Technology,Pune,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",Private Equity,25000000
2114,01-04-2017,Cashe,Consumer Internet,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000
2115,03-04-2017,Eruditus,Education,Mumbai,Bertelsmann India,Private Equity,8200000
2117,03-04-2017,Healthcare at Home,Healthcare,Noida,Quadria Capital Advisors,Private Equity,40000000
2120,04-04-2017,WayCool,Food & Beverage,Chennai,Aspada Investments,Private Equity,2700000
2121,04-04-2017,Perfios,Technology,Bangalore,Bessemer Venture Partners,Private Equity,6100000
2122,04-04-2017,Whatfix,Technology,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000
2123,04-04-2017,ElastiRun,Technology,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000
2124,04-04-2017,Trukky,Consumer Internet,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000
2125,04-04-2017,Konsult App,Consumer Internet,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000
2127,05-04-2017,Fingerlix,Consumer Internet,Mumbai,Zephyr Peacock India,Private Equity,3000000
2129,06-04-2017,Medwell Ventures,Healthcare,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000
2130,06-04-2017,Mech Mocha,Consumer Internet,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,5000000
2134,07-04-2017,PharmEasy,eCommerce,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000
2136,08-04-2017,FastFox,Consumer Internet,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000
2137,10-04-2017,Omnify,Technology,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000
2138,10-04-2017,Capital Float,Consumer Internet,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,2300000
2139,11-04-2017,Ninjacart,eCommerce,Bangalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000
2140,11-04-2017,MergerWare,Technology,Bangalore,Philippe Bouchet,Seed Funding,100000
2142,12-04-2017,Clovia,eCommerce,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000
2143,12-04-2017,Emiza,Logistics,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000
2144,12-04-2017,HackerEarth,Consumer Internet,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000
2145,12-04-2017,Squadrun,Technology,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000
2149,13-04-2017,WeAreHolidays,Consumer Internet,Gurgaon,"Urrshila Kerkar,",Private Equity,7700000
2150,14-04-2017,Ola Cabs,Consumer Internet,Bangalore,SIMI Pacific Pte,Private Equity,260000000
2151,15-04-2017,Myly,Consumer Internet,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,310000
2152,17-04-2017,CrediHealth,Consumer Internet,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000
2155,17-04-2017,Snackible,Food & Beverages,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000
2156,17-04-2017,Be U Salons,Consumer Internet,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000
2158,17-04-2017,LendingKart,Consumer Internet,Ahmedabad,Anicut Capital,Private Equity,4650000
2159,18-04-2017,Innefu Security Consulting,Technology,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,2000000
2160,18-04-2017,Whodat,Technology,Bangalore,Ideaspring Capital,Private Equity,600000
2161,18-04-2017,Absentia VR,Technology,Bangalore,Exfinity Venture Partners,Private Equity,1250000
2162,19-04-2017,IOTrek,Technology,New Delhi,Undisclosed Investor,Seed Funding,155000
2163,20-04-2017,HolaChef,Consumer Internet,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3000000
2165,21-04-2017,Video Ken,Consumer Internet,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,1000000
2166,24-04-2017,Faasos,Food & Beverage,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6300000
2167,24-04-2017,Oyo Rooms,Consumer Internet,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000
2168,24-04-2017,Toppr,Consumer Internet,Mumbai,WGG International,Private Equity,3200000
2170,25-04-2017,The Office Pass,Consumer Internet,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,245000
2171,25-04-2017,UrbanClap,Consumer Internet,Gurgaon,Trifecta Capital,Private Equity,3100000
2172,26-04-2017,Awfis,Consumer Internet,Mumbai,Sequoia India,Private Equity,20000000
2174,26-04-2017,Flytxt,Technology,Mumbai,DAH Beteiligungs GmbH,Private Equity,11000000
2175,26-04-2017,Howdy Ventures,Consumer Internet,Chennai,S. Xavier Britto,Seed Funding,1500000
2176,26-04-2017,StalkBuyLove,eCommerce,New Delhi,Trifecta Capital,Private Equity,1000000
2178,27-04-2017,Scootsy,Consumer Internet,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000
2181,27-04-2017,iNurture,Consumer Internet,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,1500000
2182,28-04-2017,Sepalika,Consumer Internet,New Delhi,Accel Partners,Seed Funding,750000
2185,01-05-2017,Ace2three,Consumer Internet,Hyderabad,Clairvest Group,Private Equity,73700000
2186,01-05-2017,Power2SME,eCommerce,Gurgaon,International Finance Corporation,Private Equity,10000000
2187,02-05-2017,Innovapptive,Technology,Hyderabad,Hyderabad Angels,Seed Funding,1500000
2188,02-05-2017,4tigo,Logistics,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,10000000
2190,02-05-2017,ZippServe,Consumer Internet,Bangalore,undisclosed investors,Seed Funding,390000
2191,03-05-2017,Ola,Consumer Internet,Bangalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,104500000
2192,03-05-2017,Sumeru,Technology,Bangalore,undisclosed investors,Seed Funding,1000000
2198,05-05-2017,Balance App,Consumer Internet,Bangalore,Rainmatter,Seed Funding,233000
2199,08-05-2017,YepMe,eCommerce,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000
2202,08-05-2017,MyGreens,Food & Beverage,New Delhi,"Ajay Relan, LetsVenture",Seed Funding,1000000
2203,08-05-2017,Ace Turtle,Technology,Bangalore,"Vertex Ventures, C31 Ventures",Private Equity,5000000
2204,08-05-2017,CureFit,Technology,Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3200000
2205,09-05-2017,Curie Labs,Technology,New Delhi,Satoshi Studios,Seed Funding,50000
2210,10-05-2017,Vidooly,Consumer Internet,Noida,"Times Internet, GVFL",Private Equity,1400000
2211,10-05-2017,Shopclues,eCommerce,Gurgaon,InnoVen Capital,Private Equity,7700000
2212,10-05-2017,Fourth Ambit,Consumer Internet,Bangalore,1Crowd,Seed Funding,600000
2214,11-05-2017,Early Salary,Consumer Internet,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000
2217,12-05-2017,Legal Raasta,Consumer Internet,New Delhi,Impanix Capital,Private Equity,5000000
2219,12-05-2017,Remit Guru,Consumer Internet,Mumbai,"Infibeam, CCavenue",Private Equity,466000
2220,12-05-2017,Aequm,eCommerce,Bangalore,undisclosed investors,Seed Funding,1000000
2221,15-05-2017,Zapty,Technology,Bangalore,IdeaSpring Capital,Seed Funding,500000
2224,16-05-2017,Telr,Technology,Mumbai,Innovations East,Private Equity,3000000
2225,16-05-2017,Fynd,eCommerce,Mumbai,Rocketship,Private Equity,500000
2226,17-05-2017,Genie,Consumer Internet,Chennai,undisclosed investors,Seed Funding,250000
2227,17-05-2017,Paysense,Consumer Internet,Mumbai,Jungle Ventures,Private Equity,5300000
2228,18-05-2017,The Good Life,ECommerce,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000
2230,18-05-2017,Paytm,ECommerce,Bangalore,SoftBank Group,Private Equity,1400000000
2231,19-05-2017,EzCred,Consumer Internet,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000
2234,22-05-2017,Delhivery,Logistics,New Delhi,Fosun International,Private Equity,30000000
2235,22-05-2017,ZipGrid,Consumer Internet,Mumbai,"JLL, 1Crowd",Seed Funding,500000
2237,23-05-2017,Magicpin,Consumer Internet,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000
2239,23-05-2017,Box8,Consumer Internet,Mumbai,Trifecta Capital,Private Equity,1000000
2240,24-05-2017,GenNext Students,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,580000
2241,25-05-2017,Aye Finance,Finance,Gurgaon,Blue Orchard,Private Equity,8000000
2246,29-05-2017,Collateral Medical,eCommerce,Mumbai,Carpediem Capital,Private Equity,3500000
2249,30-05-2017,Supr Daily,Consumer Internet,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000
2250,30-05-2017,Swiggy,Consumer Internet,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000
2251,31-05-2017,SastaSundar,eCommerce,Kolkata,Rohto Pharmaceutical,Private Equity,5000000
2252,31-05-2017,Magicpin,Consumer Internet,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000
2254,02-06-2017,RentOnGo,eCommerce,Bangalore,TVS Motor Company,Seed Funding,234000
2255,05-06-2017,Goomo,Consumer Internet,Mumbai,Emerging India,Private Equity,50000000
2257,06-06-2017,Spinny,eCommerce,Gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000
2260,06-06-2017,BHIVE Workspace,Consumer Internet,Bangalore,Blume Ventures,Private Equity,1200000
2261,06-06-2017,wayForward,Consumer Internet,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000
2264,07-06-2017,ZipLoan,Consumer Internet,New Delhi,WaterBridge Ventures,Seed Funding,650000
2265,07-06-2017,GrowFitter,Consumer Internet,Mumbai,SQue Capital,Seed Funding,600000
2266,08-06-2017,Stratfit,Consumer Internet,Hyderabad,Bodhtree Consulting Limited,Seed Funding,232000
2267,08-06-2017,Multiplier Solutions,Technology,Hyderabad,Norwest Venture Partners,Private Equity,1500000
2268,08-06-2017,ABI Health,Technology,Bangalore,Norwest Venture Partners,Private Equity,1500000
2269,08-06-2017,Stockal,Consumer Internet,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000
2270,09-06-2017,Guidoo,Consumer Internet,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000
2271,09-06-2017,eSahai.in,Consumer Internet,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000
2273,12-06-2017,LendingKart,Consumer Internet,Ahmedabad,Yes Bank,Debt Funding,7800000
2274,12-06-2017,Boxx.ai,Technology,Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000
